fiscal_year,agency_name,vendor_name,vendor_clean,vendor_zip,amount,fiscal_period,date,category
2021,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",ST. MARGARET'S EPISCOPAL CHURCH,ST. MARGARET'S EPISCOPAL CHURCH,21409,19637.35,1,2021 Jan 01 12:00:00 AM,D21
2021,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ST. MARGARET'S EPISCOPAL CHURCH,ST. MARGARET'S EPISCOPAL CHURCH,21218,50000,1,2021 Jan 01 12:00:00 AM,S00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,ST. MARGARET'S EPISCOPAL CHURCH,ST. MARGARET'S EPISCOPAL CHURCH,21117,36340,1,2021 Jan 01 12:00:00 AM,R00
2021,MD DEPARTMENT OF HUMAN SERVICES,ST. MARGARET'S EPISCOPAL CHURCH,ST. MARGARET'S EPISCOPAL CHURCH,21206,12000,1,2021 Jan 01 12:00:00 AM,N00
2026,MARYLAND OFFICE OF PLANNING,ST. MARK'S EPISCOPAL CHURCH LAPPANS,ST. MARK'S EPISCOPAL CHURCH LAPPANS,21713,35981.75,1,2026 Jan 01 12:00:00 AM,624
2025,GOV OFFICE CRIME PREVENTION AND POLICY,ST. MARY CATHOLIC SCHOOL,ST. MARY CATHOLIC SCHOOL,21740,45000,1,2025 Jan 01 12:00:00 AM,D21
2025,STATE DEPARTMENT OF EDUCATION,ST. MARY CATHOLIC SCHOOL,ST. MARY CATHOLIC SCHOOL,21206,156421,1,2025 Jan 01 12:00:00 AM,R00
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,"ST. MARY'S,HAGERSTOWN,ROMAN CATHOLIC CONGREGATION","ST. MARY'S,HAGERSTOWN,ROMAN CATHOLIC CONGREGATION",21740,115980.5,1,2024 Jan 01 12:00:00 AM,D52
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,"ST. MARY'S,HAGERSTOWN,ROMAN CATHOLIC CONGREGATION","ST. MARY'S,HAGERSTOWN,ROMAN CATHOLIC CONGREGATION",21740,23542,1,2024 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,"ST. MARY'S,HAGERSTOWN,ROMAN CATHOLIC CONGREGATION","ST. MARY'S,HAGERSTOWN,ROMAN CATHOLIC CONGREGATION",21740,33862.52,1,2024 Jan 01 12:00:00 AM,R00
2014,DEPARTMENT OF HUMAN RESOURCES,ST. MATTHIAS EPISCOPAL CHURCH,ST. MATTHIAS EPISCOPAL CHURCH,21206,3587.91,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2014,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,ST. MATTHIAS EPISCOPAL CHURCH,ST. MATTHIAS EPISCOPAL CHURCH,21042,625,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2014,MARYLAND OFFICE OF PLANNING,ST. MATTHIAS EPISCOPAL CHURCH,ST. MATTHIAS EPISCOPAL CHURCH,21217,38193.25,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2016,DEPARTMENT OF HUMAN RESOURCES,ST. MATTHIAS EPISCOPAL CHURCH,ST. MATTHIAS EPISCOPAL CHURCH,21206,6000,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2016,MARYLAND OFFICE OF PLANNING,ST. MATTHIAS EPISCOPAL CHURCH,ST. MATTHIAS EPISCOPAL CHURCH,21217,94955.2,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,ST. PATRICK'S CATHOLIC CHURCH,ST. PATRICK'S CATHOLIC CHURCH,20853,24097.53,1,2024 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,ST. PATRICK'S CATHOLIC CHURCH,ST. PATRICK'S CATHOLIC CHURCH,20853,36110.69,1,2024 Jan 01 12:00:00 AM,R00
2025,IAC ON SCHOOL CONSTRUCTION - CAPITAL,ST. PATRICK'S CATHOLIC CHURCH,ST. PATRICK'S CATHOLIC CHURCH,20853,7085.02,1,2025 Jan 01 12:00:00 AM,614
2025,STATE DEPARTMENT OF EDUCATION,ST. PATRICK'S CATHOLIC CHURCH,ST. PATRICK'S CATHOLIC CHURCH,20853,38622,1,2025 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,ST. PAUL UNITED METHODIST CHURCH CDC,ST. PAUL UNITED METHODIST CHURCH CDC,20815,36712,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,ST. PAUL UNITED METHODIST CHURCH CDC,ST. PAUL UNITED METHODIST CHURCH CDC,20815,37058.2,1,2023 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,ST. PAUL UNITED METHODIST CHURCH CDC,ST. PAUL UNITED METHODIST CHURCH CDC,20815,44380.6,1,2025 Jan 01 12:00:00 AM,R00
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ST. PETER EVANGELICAL LUTHERAN CHURCH,ST. PETER EVANGELICAL LUTHERAN CHURCH,21224,25000,1,2023 Jan 01 12:00:00 AM,S00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,ST. PETER'S EPISCOPAL SCHOOL,ST. PETER'S EPISCOPAL SCHOOL,21043,54422,1,2022 Jan 01 12:00:00 AM,R00
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,ST. PETER'S EVANGELICAL LUTHERAN CHURCH,ST. PETER'S EVANGELICAL LUTHERAN CHURCH,21236,23542.59,1,2024 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,ST. PETER'S EVANGELICAL LUTHERAN CHURCH,ST. PETER'S EVANGELICAL LUTHERAN CHURCH,21236,13675.06,1,2024 Jan 01 12:00:00 AM,R00
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",ST. PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,ST PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,21090,148000,1,2023 Jan 01 12:00:00 AM,D21
2023,DEPARTMENT OF HUMAN SERVICES,ST. PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,ST PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,21090,5930,1,2023 Jan 01 12:00:00 AM,N00
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ST. PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,ST PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,21090,25000,1,2023 Jan 01 12:00:00 AM,S00
2023,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,ST. PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,ST PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,21090,50288,1,2023 Jan 01 12:00:00 AM,614
2023,STATE DEPARTMENT OF EDUCATION,ST. PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,ST PHILIP NERI ROMAN CATHOLIC CONGREGATION INC,21090,82740,1,2023 Jan 01 12:00:00 AM,R00
2025,DEPARTMENT OF GENERAL SERVICES- CAPITAL,ST.LUKE'S UNITED METHODIST CHURCH,ST LUKE'S UNITED METHODIST CHURCH,21136,8984.16,1,2025 Jan 01 12:00:00 AM,602
2025,GOV OFFICE CRIME PREVENTION AND POLICY,ST.LUKE'S UNITED METHODIST CHURCH,ST LUKE'S UNITED METHODIST CHURCH,21136,68000,1,2025 Jan 01 12:00:00 AM,D21
2008,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ST.MARK'S LUTHERAN CHURCH,ST.MARK'S LUTHERAN CHURCH,21218,31900,1,2008 Jan 01 12:00:00 AM,Vendor Payment
2011,MILITARY DEPARTMENT,SUBURBAN ORTHODOX CONGREGATION,SUBURBAN ORTHODOX CONGREGATION,21208,63890,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2015,CAPITAL PROJECTS- OFFICE OF COMPTROLLER,TAKOMA PARK PRESBYTERIAN CHURCH,TAKOMA PARK PRESBYTERIAN CHURCH,20912,27259.23,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,67163,1,2021 Jan 01 12:00:00 AM,R00
2023,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,37261.19,1,2023 Jan 01 12:00:00 AM,D52
2023,STATE DEPARTMENT OF EDUCATION,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,13740,1,2023 Jan 01 12:00:00 AM,R00
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,46150,1,2024 Jan 01 12:00:00 AM,D52
2024,STATE DEPARTMENT OF EDUCATION,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,36631.49,1,2024 Jan 01 12:00:00 AM,R00
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,20518.81,1,2025 Jan 01 12:00:00 AM,D52
2025,STATE DEPARTMENT OF EDUCATION,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,TEMPLE ADAS SHALOM HARFORD JEWISH CENTER,21078,81149.62,1,2025 Jan 01 12:00:00 AM,R00
2021,MARYLAND DEPARTMENT OF LABOR,TEMPLE ALLEN INDUSTRIES,TEMPLE ALLEN INDUSTRIES,20850,49813.63,1,2021 Jan 01 12:00:00 AM,P00
2023,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE B'NAI ISRAEL,TEMPLE B'NAI ISRAEL,21601,86240.5,1,2023 Jan 01 12:00:00 AM,D52
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE BAT YAM,TEMPLE BAT YAM,21811,34216.25,1,2024 Jan 01 12:00:00 AM,D52
2025,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE BAT YAM,TEMPLE BAT YAM,21811,27157.5,1,2025 Jan 01 12:00:00 AM,D21
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,30007.67,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,35273.56,1,2020 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,64357,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,119526,1,2022 Jan 01 12:00:00 AM,R00
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",TEMPLE BETH AMI,TEMPLE BETH AMI,20850,7500,1,2023 Jan 01 12:00:00 AM,D21
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,25000,1,2023 Jan 01 12:00:00 AM,S00
2023,STATE DEPARTMENT OF EDUCATION,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,46638.54,1,2023 Jan 01 12:00:00 AM,R00
2026,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE BETH AMI,TEMPLE BETH AMI,20850,49275,1,2026 Jan 01 12:00:00 AM,D21
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,42145.55,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,BOARDS COMMISSIONS & OFFICES,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,10754.51,1,2020 Jan 01 12:00:00 AM,D15
2020,DEPARTMENT OF COMMERCE,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,10000,1,2020 Jan 01 12:00:00 AM,T00
2020,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,4975,1,2020 Jan 01 12:00:00 AM,614
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,61044.63,1,2020 Jan 01 12:00:00 AM,R00
2021,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,102383.39,1,2021 Jan 01 12:00:00 AM,D21
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,49433,1,2021 Jan 01 12:00:00 AM,R00
2021,MILITARY DEPARTMENT,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,62282,1,2021 Jan 01 12:00:00 AM,D50
2022,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,64194.86,1,2022 Jan 01 12:00:00 AM,D21
2022,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,10412.4,1,2022 Jan 01 12:00:00 AM,D52
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,80966.69,1,2022 Jan 01 12:00:00 AM,R00
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,72403.37,1,2023 Jan 01 12:00:00 AM,D21
2023,DEPARTMENT OF COMMERCE,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,21300.7,1,2023 Jan 01 12:00:00 AM,T00
2023,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,46623.4,1,2023 Jan 01 12:00:00 AM,D52
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,18570,1,2023 Jan 01 12:00:00 AM,S00
2023,STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,45261.05,1,2023 Jan 01 12:00:00 AM,R00
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,198432.7,1,2024 Jan 01 12:00:00 AM,D52
2024,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,68741.2,1,2024 Jan 01 12:00:00 AM,D21
2024,STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,18498.28,1,2024 Jan 01 12:00:00 AM,R00
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,97115.5,1,2025 Jan 01 12:00:00 AM,D52
2025,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,63047.19,1,2025 Jan 01 12:00:00 AM,D21
2025,STATE DEPARTMENT OF EDUCATION,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,20277.31,1,2025 Jan 01 12:00:00 AM,R00
2026,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE BETH SHOLOM OF AA CO,TEMPLE BETH SHALOM OF ANNE ARUNDEL COUNTY,21012,32195.25,1,2026 Jan 01 12:00:00 AM,D21
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE EMANUEL EARLY CHILDHOOD CENTER,TEMPLE EMANUEL EARLY CHILDHOOD CENTER,20895,50630,1,2021 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,TEMPLE EMANUEL EARLY CHILDHOOD CENTER,TEMPLE EMANUEL EARLY CHILDHOOD CENTER,20895,33550,1,2023 Jan 01 12:00:00 AM,R00
2016,MILITARY DEPARTMENT,TEMPLE ISAIAH,TEMPLE ISAIAH,20759,37760,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,MILITARY DEPARTMENT,TEMPLE ISAIAH,TEMPLE ISAIAH,20759,27473.12,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,TEMPLE ISAIAH,TEMPLE ISAIAH,20759,90967,1,2024 Jan 01 12:00:00 AM,D52
2023,STATE DEPARTMENT OF EDUCATION,TEMPLE ISAIAH PRESCHOOL,TEMPLE ISAIAH PRESCHOOL,20759,38862,1,2023 Jan 01 12:00:00 AM,R00
2016,MILITARY DEPARTMENT,TEMPLE OHEB SHALOM,TEMPLE OHEB SHALOM,21208,72750,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2024,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE SHALOM,TEMPLE SHALOM,20815,71621.96,1,2024 Jan 01 12:00:00 AM,D21
2024,STATE DEPARTMENT OF EDUCATION,TEMPLE SHALOM,TEMPLE SHALOM,20815,30714.02,1,2024 Jan 01 12:00:00 AM,R00
2025,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE SHALOM,TEMPLE SHALOM,20815,91323.26,1,2025 Jan 01 12:00:00 AM,D21
2025,STATE DEPARTMENT OF EDUCATION,TEMPLE SHALOM,TEMPLE SHALOM,20815,11034.7,1,2025 Jan 01 12:00:00 AM,R00
2026,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE SHALOM,TEMPLE SHALOM,20815,45031.34,1,2026 Jan 01 12:00:00 AM,D21
2026,STATE DEPARTMENT OF EDUCATION,TEMPLE SHALOM,TEMPLE SHALOM,20815,21194.64,1,2026 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,TEMPLE SHALOM EARLY LEARNING CENTER,TEMPLE SHALOM EARLY LEARNING CENTER,20815,89580,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,TEMPLE SHALOM EARLY LEARNING CENTER,TEMPLE SHALOM EARLY LEARNING CENTER,20815,50866.4,1,2023 Jan 01 12:00:00 AM,R00
2024,GOV OFFICE CRIME PREVENTION AND POLICY,TEMPLE SOLEL,TEMPLE SOLEL,20716,50097.87,1,2024 Jan 01 12:00:00 AM,D21
2026,DEPARTMENT OF EMERGENCY MANAGEMENT,THE BALDWIN MEMORIAL METHODIST CHURCH OF AA CTY,THE BALDWIN MEMORIAL METHODIST CHURCH OF AA CTY,21108,45000,1,2026 Jan 01 12:00:00 AM,D52
2025,IAC ON SCHOOL CONSTRUCTION - CAPITAL,THE CARROLL LUTHERAN SCHOOL INC,THE CARROLL LUTHERAN SCHOOL INC,21158,14180,1,2025 Jan 01 12:00:00 AM,614
2025,STATE DEPARTMENT OF EDUCATION,THE CARROLL LUTHERAN SCHOOL INC,THE CARROLL LUTHERAN SCHOOL INC,21158,11574,1,2025 Jan 01 12:00:00 AM,R00
2015,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,21213,34565,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2017,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,21213,27525,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2018,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,21213,27132,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",THE CATHOLIC HIGH SCHOOL OF BALTIMORE,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,21213,62001,1,2023 Jan 01 12:00:00 AM,D21
2026,IAC ON SCHOOL CONSTRUCTION - CAPITAL,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,21213,90447.39,1,2026 Jan 01 12:00:00 AM,614
2026,STATE DEPARTMENT OF EDUCATION,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,THE CATHOLIC HIGH SCHOOL OF BALTIMORE,21213,8825.08,1,2026 Jan 01 12:00:00 AM,R00
2009,DEPARTMENT OF HUMAN RESOURCES,THE CATHOLIC UNIVERSITY OF AMERICA,THE CATHOLIC UNIVERSITY OF AMERICA,20064,58968,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2010,DEPARTMENT OF HUMAN RESOURCES,THE CATHOLIC UNIVERSITY OF AMERICA,THE CATHOLIC UNIVERSITY OF AMERICA,20064,64965.6,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2011,DEPARTMENT OF HUMAN RESOURCES,THE CATHOLIC UNIVERSITY OF AMERICA,THE CATHOLIC UNIVERSITY OF AMERICA,20064,33600,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2012,DEPARTMENT OF HUMAN RESOURCES,THE CATHOLIC UNIVERSITY OF AMERICA,THE CATHOLIC UNIVERSITY OF AMERICA,20064,33600,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2024,MD DEPARTMENT OF PLANNING,THE CATHOLIC UNIVERSITY OF AMERICA,THE CATHOLIC UNIVERSITY OF AMERICA,20064,36500,1,2024 Jan 01 12:00:00 AM,D40
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,THE CHURCH OF GOD OF WILLIAMSPORT,THE CHURCH OF GOD OF WILLIAMSPORT,21795,50761.7,1,2024 Jan 01 12:00:00 AM,D52
2024,STATE DEPARTMENT OF EDUCATION,THE CHURCH OF GOD OF WILLIAMSPORT,THE CHURCH OF GOD OF WILLIAMSPORT,21795,175683.38,1,2024 Jan 01 12:00:00 AM,R00
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,THE CHURCH OF GOD OF WILLIAMSPORT,THE CHURCH OF GOD OF WILLIAMSPORT,21795,22476.89,1,2025 Jan 01 12:00:00 AM,D52
2025,STATE DEPARTMENT OF EDUCATION,THE CHURCH OF GOD OF WILLIAMSPORT,THE CHURCH OF GOD OF WILLIAMSPORT,21795,138990.96,1,2025 Jan 01 12:00:00 AM,R00
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,THE EVANGELICAL LUTHERAN CHURCH OF THE,THE EVANGELICAL LUTHERAN CHURCH OF THE,21237,79526.78,1,2020 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,THE EVANGELICAL LUTHERAN CHURCH OF THE,THE EVANGELICAL LUTHERAN CHURCH OF THE,21237,106047.54,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,THE EVANGELICAL LUTHERAN CHURCH OF THE,THE EVANGELICAL LUTHERAN CHURCH OF THE,21237,134553.53,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,THE EVANGELICAL LUTHERAN CHURCH OF THE,THE EVANGELICAL LUTHERAN CHURCH OF THE,21237,84902.96,1,2023 Jan 01 12:00:00 AM,R00
2024,STATE DEPARTMENT OF EDUCATION,THE EVANGELICAL LUTHERAN CHURCH OF THE,THE EVANGELICAL LUTHERAN CHURCH OF THE,21237,68254.79,1,2024 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,THE EVANGELICAL LUTHERAN CHURCH OF THE,THE EVANGELICAL LUTHERAN CHURCH OF THE,21237,54211.95,1,2025 Jan 01 12:00:00 AM,R00
2023,MARYLAND DEPARTMENT OF HEALTH,THE LUTHERAN VILL AT MILLERS GRANT,THE LUTHERAN VILL AT MILLERS GRANT,21158,76586.2,1,2023 Jan 01 12:00:00 AM,M00
2025,MARYLAND DEPARTMENT OF HEALTH,THE LUTHERAN VILLAGE AT MILLERS GRANT INC,THE LUTHERAN VILLAGE AT MILLERS GRANT INC,21158,99433.74,1,2025 Jan 01 12:00:00 AM,M00
2021,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,"THE MIX CHURCH, INC.","THE MIX CHURCH, INC.",21231,25000,1,2021 Jan 01 12:00:00 AM,S00
2026,STATE DEPARTMENT OF EDUCATION,THE RAY OF HOPE BAPTIST CHURCH INC,THE RAY OF HOPE BAPTIST CHURCH INC,21214,98419.43,1,2026 Jan 01 12:00:00 AM,R00
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,THE ROSEDALE BAPTIST CHURCH OF BALTIMORE,THE ROSEDALE BAPTIST CHURCH OF BALTIMORE,21237,25000,1,2023 Jan 01 12:00:00 AM,S00
2023,DEPARTMENT OF HUMAN SERVICES,THE TABERNACLE CHURCH,THE TABERNACLE CHURCH,20708,5000,1,2023 Jan 01 12:00:00 AM,N00
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,THE TABERNACLE CHURCH,THE TABERNACLE CHURCH,20708,24822,1,2023 Jan 01 12:00:00 AM,S00
2012,DEPARTMENT OF GENERAL SERVICES,THRU CHRIST ENTERPRISES DBA ALL SAINTS,THRU CHRIST ENTERPRISES DBA ALL SAINTS,77210,28939.22,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2012,DEPARTMENT OF HUMAN RESOURCES,THRU CHRIST ENTERPRISES DBA ALL SAINTS,THRU CHRIST ENTERPRISES DBA ALL SAINTS,23462,15423.54,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2024,DEPARTMENT OF EMERGENCY MANAGEMENT,TIMONIUM PRESBYTERIAN CHURCH INC,TIMONIUM PRESBYTERIAN CHURCH INC,21093,55066,1,2024 Jan 01 12:00:00 AM,D52
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,TIMONIUM UNITED METHODIST CHURCH NURSERY,TIMONIUM UNITED METHODIST CHURCH NURSERY,21093,52230,1,2021 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,TOWSON PRESBYTERIAN  PRESCHOOL,TOWSON PRESBYTERIAN  PRESCHOOL,21204,45175,1,2021 Jan 01 12:00:00 AM,R00
